,ccode,country,cname,cmark,year,wars,war,warl,onset,ethonset,durest,aim,casename,ended,ethwar,waryrs,pop,lpop,polity2,gdpen,gdptype,gdpenl,lgdpenl1,lpopl1,region,western,eeurop,lamerica,ssafrica,asia,nafrme,colbrit,colfra,mtnest,lmtnest,elevdiff,Oil,ncontig,ethfrac,ef,plural,second,numlang,relfrac,plurrel,minrelpc,muslim,nwstate,polity2l,instab,anocl,deml,empethfrac,empwarl,emponset,empgdpenl,emplpopl,emplmtnest,empncontig,empolity2l,sdwars,sdonset,colwars,colonset,cowwars,cowonset,cowwarl,sdwarl,colwarl
10,2.0,USA,USA,0.0,1955.0,0.0,0.0,0.0,0.0,0.0,,,,,,,165929.0,12.019315719604492,10.0,9.722999572753906,0.0,9.08899974822998,9.11482048034668,12.0027437210083,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23.900001525878906,3.2148678302764893,6280.0,0.0,1.0,0.3569501042366028,0.49095702171325684,0.6909999847412109,0.125,3.0,0.5959999561309814,56.0,28.0,1.899999976158142,0.0,10.0,0.0,0.0,1.0,0.3569501042366028,0.0,0.0,9.08899974822998,12.0027437210083,3.2148678302764893,1.0,10.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
11,2.0,USA,USA,0.0,1956.0,0.0,0.0,0.0,0.0,0.0,,,,,,,168882.0,12.036955833435059,10.0,9.711999893188477,0.0,9.722999572753906,9.182249069213867,12.019315719604492,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23.900001525878906,3.2148678302764893,6280.0,0.0,1.0,0.3569501042366028,0.49095702171325684,0.6909999847412109,0.125,3.0,0.5959999561309814,56.0,28.0,1.899999976158142,0.0,10.0,0.0,0.0,1.0,0.3569501042366028,0.0,0.0,9.722999572753906,12.019315719604492,3.2148678302764893,1.0,10.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
12,2.0,USA,USA,0.0,1957.0,0.0,0.0,0.0,0.0,0.0,,,,,,,171835.0,12.054289817810059,10.0,9.642999649047852,0.0,9.711999893188477,9.181117057800293,12.036955833435059,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23.900001525878906,3.2148678302764893,6280.0,0.0,1.0,0.3569501042366028,0.49095702171325684,0.6909999847412109,0.125,3.0,0.5959999561309814,56.0,28.0,1.899999976158142,0.0,10.0,0.0,0.0,1.0,0.35695013403892517,0.0,0.0,9.711999893188477,12.036955833435059,3.2148678302764893,1.0,10.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
13,2.0,USA,USA,0.0,1958.0,0.0,0.0,0.0,0.0,0.0,,,,,,,174767.0,12.071208953857422,10.0,9.369999885559082,0.0,9.642999649047852,9.17398738861084,12.054289817810059,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23.900001525878906,3.2148678302764893,6280.0,0.0,1.0,0.3569501042366028,0.49095702171325684,0.6909999847412109,0.125,3.0,0.5959999561309814,56.0,28.0,1.899999976158142,0.0,10.0,0.0,0.0,1.0,0.3569500744342804,0.0,0.0,9.642999649047852,12.054289817810059,3.2148678302764893,1.0,10.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
14,2.0,USA,USA,0.0,1959.0,0.0,0.0,0.0,0.0,0.0,,,,,,,177720.0,12.08796501159668,10.0,9.83899974822998,0.0,9.369999885559082,9.145268440246582,12.071208953857422,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23.900001525878906,3.2148678302764893,6280.0,0.0,1.0,0.3569501042366028,0.49095702171325684,0.6909999847412109,0.125,3.0,0.5959999561309814,56.0,28.0,1.899999976158142,0.0,10.0,0.0,0.0,1.0,0.3569501042366028,0.0,0.0,9.369999885559082,12.071208953857422,3.2148678302764893,1.0,10.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
15,2.0,USA,USA,0.0,1960.0,0.0,0.0,0.0,0.0,0.0,,,,,,,180673.0,12.10444450378418,10.0,9.895000457763672,0.0,9.83899974822998,9.194108963012695,12.08796501159668,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23.900001525878906,3.2148678302764893,6280.0,0.0,1.0,0.3569501042366028,0.49095702171325684,0.6909999847412109,0.125,3.0,0.5959999561309814,56.0,28.0,1.899999976158142,0.0,10.0,0.0,0.0,1.0,0.3569501042366028,0.0,0.0,9.83899974822998,12.08796501159668,3.2148678302764893,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,2.0,USA,USA,0.0,1961.0,0.0,0.0,0.0,0.0,0.0,,,,,,,183687.0,12.120988845825195,10.0,9.946000099182129,0.0,9.895000457763672,9.199785232543945,12.10444450378418,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23.900001525878906,3.2148678302764893,6280.0,0.0,1.0,0.3569501042366028,0.49095702171325684,0.6909999847412109,0.125,3.0,0.5959999561309814,56.0,28.0,1.899999976158142,0.0,10.0,0.0,0.0,1.0,0.3569501042366028,0.0,0.0,9.895000457763672,12.10444450378418,3.2148678302764893,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,2.0,USA,USA,0.0,1962.0,0.0,0.0,0.0,0.0,0.0,,,,,,,186537.0,12.136384963989258,10.0,10.357999801635742,0.0,9.946000099182129,9.204925537109375,12.120988845825195,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23.900001525878906,3.2148678302764893,6280.0,0.0,1.0,0.3569501042366028,0.49095702171325684,0.6909999847412109,0.125,3.0,0.5959999561309814,56.0,28.0,1.899999976158142,0.0,10.0,0.0,0.0,1.0,0.3569501042366028,0.0,0.0,9.946000099182129,12.120988845825195,3.2148678302764893,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,2.0,USA,USA,0.0,1963.0,0.0,0.0,0.0,0.0,0.0,,,,,,,189244.0,12.150792121887207,10.0,10.642000198364258,0.0,10.357999801635742,9.245514869689941,12.136384963989258,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23.900001525878906,3.2148678302764893,6280.0,0.0,1.0,0.3569501042366028,0.49095702171325684,0.6909999847412109,0.125,3.0,0.5959999561309814,56.0,28.0,1.899999976158142,0.0,10.0,0.0,0.0,1.0,0.3569501042366028,0.0,0.0,10.357999801635742,12.136384963989258,3.2148678302764893,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,2.0,USA,USA,0.0,1964.0,0.0,0.0,0.0,0.0,0.0,,,,,,,191889.0,12.164671897888184,10.0,11.071999549865723,0.0,10.642000198364258,9.272563934326172,12.150792121887207,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23.900001525878906,3.2148678302764893,6280.0,0.0,1.0,0.3569501042366028,0.49095702171325684,0.6909999847412109,0.125,3.0,0.5959999561309814,56.0,28.0,1.899999976158142,0.0,10.0,0.0,0.0,1.0,0.3569500744342804,0.0,0.0,10.642000198364258,12.150792121887207,3.2148678302764893,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,2.0,USA,USA,0.0,1965.0,0.0,0.0,0.0,0.0,0.0,,,,,,,194309.0,12.177205085754395,10.0,11.64900016784668,0.0,11.071999549865723,9.312174797058105,12.164671897888184,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23.900001525878906,3.2148678302764893,6280.0,0.0,1.0,0.3569501042366028,0.49095702171325684,0.6909999847412109,0.125,3.0,0.5959999561309814,56.0,28.0,1.899999976158142,0.0,10.0,0.0,0.0,1.0,0.3569500744342804,0.0,0.0,11.071999549865723,12.164671897888184,3.2148678302764893,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,2.0,USA,USA,0.0,1966.0,0.0,0.0,0.0,0.0,0.0,,,,,,,196564.0,12.188743591308594,10.0,12.163999557495117,0.0,11.64900016784668,9.36297607421875,12.177205085754395,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23.900001525878906,3.2148678302764893,6280.0,0.0,1.0,0.3569501042366028,0.49095702171325684,0.6909999847412109,0.125,3.0,0.5959999561309814,56.0,28.0,1.899999976158142,0.0,10.0,0.0,0.0,1.0,0.35695013403892517,0.0,0.0,11.649001121520996,12.177205085754395,3.2148678302764893,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,2.0,USA,USA,0.0,1967.0,0.0,0.0,0.0,0.0,0.0,,,,,,,198717.0,12.199637413024902,10.0,12.317999839782715,0.0,12.163999557495117,9.406235694885254,12.188743591308594,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23.900001525878906,3.2148678302764893,6280.0,0.0,1.0,0.3569501042366028,0.49095702171325684,0.6909999847412109,0.125,3.0,0.5959999561309814,56.0,28.0,1.899999976158142,0.0,10.0,0.0,0.0,1.0,0.3569501042366028,0.0,0.0,12.163999557495117,12.188743591308594,3.2148678302764893,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,2.0,USA,USA,0.0,1968.0,0.0,0.0,0.0,0.0,0.0,,,,,,,200706.0,12.209596633911133,10.0,12.722999572753906,0.0,12.317999839782715,9.418816566467285,12.199637413024902,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23.900001525878906,3.2148678302764893,6280.0,0.0,1.0,0.3569501042366028,0.49095702171325684,0.6909999847412109,0.125,3.0,0.5959999561309814,56.0,28.0,1.899999976158142,0.0,10.0,0.0,0.0,1.0,0.35695013403892517,0.0,0.0,12.317999839782715,12.199637413024902,3.2148678302764893,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,2.0,USA,USA,0.0,1969.0,0.0,0.0,0.0,0.0,0.0,,,,,,,202675.0,12.219359397888184,10.0,12.975000381469727,0.0,12.722999572753906,9.451167106628418,12.209596633911133,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23.900001525878906,3.2148678302764893,6280.0,0.0,1.0,0.3569501042366028,0.49095702171325684,0.6909999847412109,0.125,3.0,0.5959999561309814,56.0,28.0,1.899999976158142,0.0,10.0,0.0,0.0,1.0,0.3569500744342804,0.0,0.0,12.72299861907959,12.209596633911133,3.2148678302764893,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,2.0,USA,USA,0.0,1970.0,0.0,0.0,0.0,0.0,0.0,,,,,,,205052.0,12.231019020080566,10.0,12.963000297546387,0.0,12.975000381469727,9.470779418945312,12.219359397888184,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23.900001525878906,3.2148678302764893,6280.0,0.0,1.0,0.3569501042366028,0.49095702171325684,0.6909999847412109,0.125,3.0,0.5959999561309814,56.0,28.0,1.899999976158142,0.0,10.0,0.0,0.0,1.0,0.3569500744342804,0.0,0.0,12.975000381469727,12.219359397888184,3.2148678302764893,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,2.0,USA,USA,0.0,1971.0,0.0,0.0,0.0,0.0,0.0,,,,,,,207661.0,12.243661880493164,10.0,13.232999801635742,0.0,12.963000297546387,9.469854354858398,12.231019020080566,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23.900001525878906,3.2148678302764893,6280.0,0.0,1.0,0.3569501042366028,0.49095702171325684,0.6909999847412109,0.125,3.0,0.5959999561309814,56.0,28.0,1.899999976158142,0.0,10.0,0.0,0.0,1.0,0.3569501042366028,0.0,0.0,12.96299934387207,12.231019020080566,3.2148678302764893,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,2.0,USA,USA,0.0,1972.0,0.0,0.0,0.0,0.0,0.0,,,,,,,209896.0,12.25436782836914,10.0,13.746999740600586,0.0,13.232999801635742,9.490468978881836,12.243661880493164,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23.900001525878906,3.2148678302764893,6280.0,0.0,1.0,0.3569501042366028,0.49095702171325684,0.6909999847412109,0.125,3.0,0.5959999561309814,56.0,28.0,1.899999976158142,0.0,10.0,0.0,0.0,1.0,0.35695013403892517,0.0,0.0,13.232999801635742,12.243661880493164,3.2148678302764893,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,2.0,USA,USA,0.0,1973.0,0.0,0.0,0.0,0.0,0.0,,,,,,,211909.0,12.263912200927734,10.0,14.378999710083008,0.0,13.746999740600586,9.528575897216797,12.25436782836914,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23.900001525878906,3.2148678302764893,6280.0,0.0,1.0,0.3569501042366028,0.49095702171325684,0.6909999847412109,0.125,3.0,0.5959999561309814,56.0,28.0,1.899999976158142,0.0,10.0,0.0,0.0,1.0,0.3569500744342804,0.0,0.0,13.746999740600586,12.25436782836914,3.2148678302764893,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
